Date,Price_INR,Change%_INR,Date_CNY,Price_CNY,Change%_CNY,Date_AUD,Price_AUD,Change%_AUD,Date_EUR,Price_EUR,Change%_EUR
7/3/06,45.93,0.11%,7/4/06,7.9923,-0.10%,7/20/06,1.3318,-0.11%,6/1/07,0.7436,0.04%
6/30/06,45.88,-0.56%,7/3/06,8.0002,0.10%,7/19/06,1.3333,-0.50%,5/31/07,0.7433,-0.17%
6/29/06,46.14,-0.26%,6/30/06,7.9925,-0.04%,7/18/06,1.34,0.17%,5/30/07,0.7446,0.13%
6/28/06,46.26,-0.09%,6/29/06,7.996,-0.03%,7/17/06,1.3377,0.78%,5/29/07,0.7436,0.04%
6/27/06,46.3,0.15%,6/28/06,7.9985,0.00%,7/14/06,1.3273,0.10%,5/28/07,0.7433,-0.09%
6/26/06,46.23,0.46%,6/27/06,7.9985,-0.04%,7/13/06,1.326,-0.32%,5/25/07,0.744,-0.11%
6/23/06,46.02,0.04%,6/26/06,8.002,0.03%,7/12/06,1.3302,0.17%,5/24/07,0.7448,0.26%
6/22/06,46,0.72%,6/23/06,7.9998,0.04%,7/11/06,1.3279,-0.81%,5/23/07,0.7429,-0.07%
6/21/06,45.67,-0.31%,6/22/06,7.9965,-0.06%,7/10/06,1.3388,0.70%,5/22/07,0.7434,0.12%
6/20/06,45.81,0.09%,6/21/06,8.001,-0.02%,7/7/06,1.3295,-0.76%,5/21/07,0.7425,0.31%
6/19/06,45.77,0.15%,6/20/06,8.0029,-0.06%,7/6/06,1.3397,-0.62%,5/18/07,0.7402,-0.11%
6/16/06,45.7,-0.41%,6/19/06,8.0077,0.12%,7/5/06,1.3481,0.36%,5/17/07,0.741,0.20%
6/15/06,45.89,0.13%,6/16/06,7.9983,-0.03%,7/4/06,1.3432,-0.24%,5/16/07,0.7395,0.52%
6/14/06,45.83,0.02%,6/15/06,8.0009,0.01%,7/3/06,1.3464,-0.06%,5/15/07,0.7357,-0.37%
6/13/06,45.82,0.22%,6/14/06,8.0005,-0.28%,6/30/06,1.3472,-0.55%,5/14/07,0.7384,-0.11%
6/12/06,45.72,-0.19%,6/13/06,8.023,0.09%,6/29/06,1.3546,-1.21%,5/11/07,0.7392,-0.32%
6/9/06,45.805,-0.30%,6/12/06,8.016,0.06%,6/28/06,1.3712,0.46%,5/10/07,0.7416,0.34%
6/8/06,45.945,0.15%,6/9/06,8.0112,-0.09%,6/27/06,1.3649,-0.06%,5/9/07,0.7391,0.09%
6/7/06,45.875,0.12%,6/8/06,8.0185,0.02%,6/26/06,1.3657,-0.04%,5/8/07,0.7384,0.41%
6/6/06,45.82,0.22%,6/7/06,8.017,0.06%,6/23/06,1.3663,0.24%,5/7/07,0.7354,-0.05%
6/5/06,45.72,0.09%,6/6/06,8.0125,0.06%,6/22/06,1.363,0.84%,5/4/07,0.7358,-0.27%
6/2/06,45.68,-1.13%,6/5/06,8.0077,-0.19%,6/21/06,1.3517,-0.28%,5/3/07,0.7378,0.26%
6/1/06,46.2,-0.23%,6/2/06,8.023,0.03%,6/20/06,1.3555,-0.17%,5/2/07,0.7359,0.12%
5/31/06,46.305,0.36%,6/1/06,8.0204,-0.04%,6/19/06,1.3578,0.22%,5/1/07,0.735,0.29%
5/30/06,46.14,0.09%,5/31/06,8.024,-0.10%,6/16/06,1.3548,0.58%,4/30/07,0.7329,0.05%
5/29/06,46.1,0.59%,5/30/06,8.032,0.12%,6/15/06,1.347,-0.74%,4/27/07,0.7325,-0.42%
5/26/06,45.83,0.15%,5/29/06,8.0226,-0.03%,6/14/06,1.3571,0.14%,4/26/07,0.7356,0.34%
5/25/06,45.76,0.35%,5/26/06,8.025,0.00%,6/13/06,1.3552,1.11%,4/25/07,0.7331,0.01%
5/24/06,45.6,0.46%,5/25/06,8.025,0.06%,6/12/06,1.3403,0.30%,4/24/07,0.733,-0.49%
5/23/06,45.39,-0.15%,5/24/06,8.02,0.00%,6/9/06,1.3363,-0.85%,4/23/07,0.7366,0.11%
5/22/06,45.46,0.20%,5/23/06,8.02,-0.07%,6/8/06,1.3478,-0.16%,4/20/07,0.7358,0.15%
5/19/06,45.37,0.20%,5/22/06,8.026,0.07%,6/7/06,1.35,-0.01%,4/19/07,0.7347,0.00%
5/18/06,45.28,1.30%,5/19/06,8.02,0.12%,6/6/06,1.3502,1.01%,4/18/07,0.7347,-0.29%
5/17/06,44.7,-0.78%,5/18/06,8.0104,0.12%,6/5/06,1.3367,0.48%,4/17/07,0.7368,-0.28%
5/16/06,45.05,-0.73%,5/17/06,8.001,-0.02%,6/2/06,1.3303,-0.66%,4/16/07,0.7389,-0.03%
5/15/06,45.38,0.96%,5/16/06,8.003,-0.06%,6/1/06,1.3392,0.74%,4/13/07,0.7391,-0.31%
5/12/06,44.95,0.20%,5/15/06,8.008,0.02%,5/31/06,1.3293,1.34%,4/12/07,0.7414,-0.43%
5/11/06,44.86,0.02%,5/12/06,8.0065,0.03%,5/30/06,1.3117,-0.50%,4/11/07,0.7446,0.04%
5/10/06,44.85,0.01%,5/11/06,8.004,0.01%,5/29/06,1.3183,-0.11%,4/10/07,0.7443,-0.59%
5/9/06,44.845,0.06%,5/10/06,8.0035,-0.02%,5/26/06,1.3198,0.41%,4/9/07,0.7487,0.17%
5/8/06,44.82,-0.07%,5/9/06,8.0052,-0.02%,5/25/06,1.3144,-1.15%,4/6/07,0.7474,0.32%
5/5/06,44.85,0.07%,5/8/06,8.007,-0.09%,5/24/06,1.3297,-0.02%,4/5/07,0.745,-0.37%
5/4/06,44.82,0.00%,5/5/06,8.0139,0.00%,5/23/06,1.33,0.37%,4/4/07,0.7478,-0.29%
5/3/06,44.82,-0.02%,5/4/06,8.0139,0.00%,5/22/06,1.3251,0.48%,4/3/07,0.75,0.27%
5/2/06,44.83,0.09%,5/3/06,8.0139,0.00%,5/19/06,1.3188,0.95%,4/2/07,0.748,-0.08%
5/1/06,44.79,-0.24%,5/2/06,8.0139,0.00%,5/18/06,1.3064,-1.01%,3/30/07,0.7486,-0.20%
4/28/06,44.9,0.16%,5/1/06,8.0139,0.00%,5/17/06,1.3197,1.25%,3/29/07,0.7501,-0.12%
4/27/06,44.83,-0.49%,4/28/06,8.0139,-0.04%,5/16/06,1.3034,-0.78%,3/28/07,0.751,0.28%
4/26/06,45.05,0.35%,4/27/06,8.0172,-0.01%,5/15/06,1.3136,1.45%,3/27/07,0.7489,-0.15%
4/25/06,44.895,0.06%,4/26/06,8.0183,0.08%,5/12/06,1.2948,0.47%,3/26/07,0.75,-0.37%
4/24/06,44.87,-0.44%,4/25/06,8.012,-0.06%,5/11/06,1.2887,-0.20%,3/23/07,0.7528,0.36%
4/21/06,45.07,0.09%,4/24/06,8.0165,-0.01%,5/10/06,1.2913,-0.06%,3/22/07,0.7501,0.41%
4/20/06,45.03,0.11%,4/21/06,8.017,0.04%,5/9/06,1.2921,-0.66%,3/21/07,0.747,-0.53%
4/19/06,44.98,-0.18%,4/20/06,8.0135,0.00%,5/8/06,1.3007,0.40%,3/20/07,0.751,-0.13%
4/18/06,45.06,0.14%,4/19/06,8.0135,-0.13%,5/5/06,1.2955,-0.11%,3/19/07,0.752,0.12%
4/17/06,44.995,-0.01%,4/18/06,8.024,0.04%,5/4/06,1.2969,-0.04%,3/16/07,0.7511,-0.57%
4/14/06,45,-0.16%,4/17/06,8.0205,0.05%,5/3/06,1.2974,-1.18%,3/15/07,0.7554,-0.09%
4/13/06,45.07,-0.07%,4/14/06,8.0165,-0.02%,5/2/06,1.3129,-0.27%,3/14/07,0.7561,-0.18%
4/12/06,45.1,0.92%,4/13/06,8.0185,0.08%,5/1/06,1.3165,-0.25%,3/13/07,0.7575,-0.11%
4/11/06,44.69,0.04%,4/12/06,8.0119,0.01%,4/28/06,1.3198,-0.13%,3/12/07,0.7583,-0.56%
4/10/06,44.67,0.31%,4/11/06,8.011,0.06%,4/27/06,1.3215,-0.56%,3/9/07,0.7626,0.12%
4/7/06,44.53,-0.13%,4/10/06,8.0064,-0.07%,4/26/06,1.3289,-0.87%,3/8/07,0.7617,0.37%
4/6/06,44.59,0.34%,4/7/06,8.0119,0.05%,4/25/06,1.3405,-0.25%,3/7/07,0.7589,-0.45%
4/5/06,44.44,-0.36%,4/6/06,8.008,-0.04%,4/24/06,1.3439,-0.34%,3/6/07,0.7623,-0.17%
4/4/06,44.6,0.43%,4/5/06,8.011,-0.08%,4/21/06,1.3485,-0.39%,3/5/07,0.7636,0.74%
4/3/06,44.41,-0.20%,4/4/06,8.0171,-0.05%,4/20/06,1.3538,1.15%,3/2/07,0.758,-0.04%
3/31/06,44.5,0.06%,4/3/06,8.021,0.04%,4/19/06,1.3384,-0.59%,3/1/07,0.7583,0.34%
3/30/06,44.475,-0.15%,3/31/06,8.0175,-0.10%,4/18/06,1.3464,-0.71%,2/28/07,0.7557,0.08%
3/29/06,44.54,-0.08%,3/30/06,8.0253,-0.01%,4/17/06,1.356,-1.54%,2/27/07,0.7551,-0.45%
3/28/06,44.575,-0.09%,3/29/06,8.0259,0.06%,4/14/06,1.3772,0.21%,2/26/07,0.7585,-0.12%
3/27/06,44.615,0.26%,3/28/06,8.0212,0.00%,4/13/06,1.3743,0.61%,2/23/07,0.7594,-0.34%
3/24/06,44.5,0.12%,3/27/06,8.0214,-0.11%,4/12/06,1.366,0.19%,2/22/07,0.762,0.12%
3/23/06,44.445,0.05%,3/24/06,8.0299,0.02%,4/11/06,1.3634,-0.48%,2/21/07,0.7611,0.04%
3/22/06,44.425,0.28%,3/23/06,8.0283,-0.01%,4/10/06,1.37,-0.57%,2/20/07,0.7608,0.08%
3/21/06,44.3,0.06%,3/22/06,8.0288,0.01%,4/7/06,1.3778,0.69%,2/19/07,0.7602,-0.12%
3/20/06,44.275,0.00%,3/21/06,8.028,-0.04%,4/6/06,1.3683,-0.36%,2/16/07,0.7611,0.07%
3/17/06,44.275,-0.06%,3/20/06,8.0315,0.00%,4/5/06,1.3733,-1.07%,2/15/07,0.7606,-0.14%
3/16/06,44.3,0.43%,3/17/06,8.0319,-0.09%,4/4/06,1.3882,-0.65%,2/14/07,0.7617,-0.70%
3/15/06,44.11,-0.57%,3/16/06,8.039,0.01%,4/3/06,1.3973,0.13%,2/13/07,0.7671,-0.54%
3/14/06,44.365,-0.14%,3/15/06,8.0385,-0.12%,3/31/06,1.3955,-0.26%,2/12/07,0.7713,0.31%
3/13/06,44.425,0.24%,3/14/06,8.0478,-0.03%,3/30/06,1.3991,-0.99%,2/9/07,0.7689,0.26%
3/10/06,44.32,-0.14%,3/13/06,8.0505,0.00%,3/29/06,1.4131,-0.41%,2/8/07,0.7669,-0.20%
3/9/06,44.38,0.00%,3/10/06,8.0505,0.01%,3/28/06,1.4189,0.08%,2/7/07,0.7684,-0.29%
3/8/06,44.38,0.21%,3/9/06,8.0493,0.02%,3/27/06,1.4177,0.57%,2/6/07,0.7706,-0.35%
3/7/06,44.285,0.03%,3/8/06,8.048,0.07%,3/24/06,1.4097,0.71%,2/5/07,0.7733,0.27%
3/6/06,44.27,0.15%,3/7/06,8.0424,0.07%,3/23/06,1.3997,0.68%,2/2/07,0.7712,0.43%
3/3/06,44.205,0.01%,3/6/06,8.037,0.00%,3/22/06,1.3903,-0.41%,2/1/07,0.7679,0.09%
3/2/06,44.2,-0.20%,3/3/06,8.0372,0.01%,3/21/06,1.396,0.55%,1/31/07,0.7672,-0.52%
3/1/06,44.29,0.03%,3/2/06,8.0366,0.00%,3/20/06,1.3884,1.00%,1/30/07,0.7712,-0.10%
2/28/06,44.275,-0.35%,3/1/06,8.037,-0.04%,3/17/06,1.3746,1.43%,1/29/07,0.772,-0.27%
2/27/06,44.43,0.29%,2/28/06,8.0404,0.00%,3/16/06,1.3552,0.17%,1/26/07,0.7741,0.12%
2/24/06,44.3,-0.16%,2/27/06,8.0407,-0.03%,3/15/06,1.3529,-0.26%,1/25/07,0.7732,0.22%
2/23/06,44.37,-0.40%,2/24/06,8.043,-0.06%,3/14/06,1.3564,-0.32%,1/24/07,0.7715,0.49%
2/22/06,44.55,0.29%,2/23/06,8.0475,0.00%,3/13/06,1.3607,-0.43%,1/23/07,0.7677,-0.58%
2/21/06,44.42,0.18%,2/22/06,8.0476,-0.03%,3/10/06,1.3666,0.36%,1/22/07,0.7722,0.13%
2/20/06,44.34,0.09%,2/21/06,8.05,0.02%,3/9/06,1.3617,-0.03%,1/19/07,0.7712,-0.08%
2/17/06,44.3,0.11%,2/20/06,8.048,-0.01%,3/8/06,1.3621,-0.11%,1/18/07,0.7718,-0.17%
2/16/06,44.25,0.17%,2/17/06,8.049,0.00%,3/7/06,1.3636,0.94%,1/17/07,0.7731,-0.14%
2/15/06,44.175,0.03%,2/16/06,8.0488,-0.09%,3/6/06,1.3509,0.67%,1/16/07,0.7742,0.14%
2/14/06,44.16,-0.05%,2/15/06,8.0557,0.10%,3/3/06,1.3419,0.46%,1/15/07,0.7731,-0.13%
2/13/06,44.18,0.17%,2/14/06,8.0475,0.01%,3/2/06,1.3357,-0.54%,1/12/07,0.7741,-0.19%
2/10/06,44.105,-0.03%,2/13/06,8.0466,-0.04%,3/1/06,1.343,-0.27%,1/11/07,0.7756,0.32%
2/9/06,44.12,-0.08%,2/10/06,8.0501,-0.07%,2/28/06,1.3466,-0.74%,1/10/07,0.7731,0.49%
2/8/06,44.155,-0.01%,2/9/06,8.0557,0.01%,2/27/06,1.3567,0.36%,1/9/07,0.7693,0.17%
2/7/06,44.16,0.06%,2/8/06,8.055,-0.03%,2/24/06,1.3518,-0.13%,1/8/07,0.768,-0.12%
2/6/06,44.135,0.03%,2/7/06,8.0575,0.00%,2/23/06,1.3535,-0.35%,1/5/07,0.7689,0.59%
2/3/06,44.12,-0.10%,2/6/06,8.0572,-0.06%,2/22/06,1.3582,0.35%,1/4/07,0.7644,0.62%
2/2/06,44.165,0.06%,2/3/06,8.0622,0.00%,2/21/06,1.3535,0.33%,1/3/07,0.7597,0.89%
2/1/06,44.14,0.49%,2/2/06,8.0622,0.00%,2/20/06,1.3491,-0.27%,1/2/07,0.753,-0.61%
1/31/06,43.925,-0.27%,2/1/06,8.0622,0.00%,2/17/06,1.3527,-0.07%,1/1/07,0.7576,0.01%
1/30/06,44.045,0.01%,1/31/06,8.0622,0.00%,2/16/06,1.3537,-0.11%,12/29/06,0.7575,-0.36%
1/27/06,44.04,0.05%,1/30/06,8.0622,0.00%,2/15/06,1.3552,0.54%,12/28/06,0.7602,-0.28%
1/26/06,44.02,-0.19%,1/27/06,8.0622,0.00%,2/14/06,1.3479,-0.61%,12/27/06,0.7623,-0.10%
1/25/06,44.105,-0.20%,1/26/06,8.0625,0.00%,2/13/06,1.3562,0.00%,12/26/06,0.7631,0.20%
1/24/06,44.195,0.23%,1/25/06,8.0629,0.01%,2/10/06,1.3562,0.35%,12/25/06,0.7616,0.11%
1/23/06,44.095,-0.17%,1/24/06,8.0622,-0.01%,2/9/06,1.3515,-0.12%,12/22/06,0.7608,0.22%
1/20/06,44.17,-0.02%,1/23/06,8.0634,0.04%,2/8/06,1.3531,0.11%,12/21/06,0.7591,0.04%
1/19/06,44.18,-0.27%,1/20/06,8.0601,-0.11%,2/7/06,1.3516,0.27%,12/20/06,0.7588,0.09%
1/18/06,44.3,0.14%,1/19/06,8.0687,-0.01%,2/6/06,1.3479,0.97%,12/19/06,0.7581,-0.68%
1/17/06,44.24,0.16%,1/18/06,8.0694,0.03%,2/3/06,1.335,0.56%,12/18/06,0.7633,-0.14%
1/16/06,44.17,0.16%,1/17/06,8.0672,0.00%,2/2/06,1.3276,-0.08%,12/15/06,0.7644,0.50%
1/13/06,44.1,0.18%,1/16/06,8.0673,-0.03%,2/1/06,1.3287,0.81%,12/14/06,0.7606,0.53%
1/12/06,44.02,0.24%,1/13/06,8.0698,0.05%,1/31/06,1.318,-1.35%,12/13/06,0.7566,0.48%
1/11/06,43.915,-0.61%,1/12/06,8.0659,-0.03%,1/30/06,1.336,0.17%,12/12/06,0.753,-0.32%
1/10/06,44.185,-0.15%,1/11/06,8.068,0.04%,1/27/06,1.3337,0.29%,12/11/06,0.7554,-0.26%
1/9/06,44.25,-0.16%,1/10/06,8.0645,0.00%,1/26/06,1.3298,0.17%,12/8/06,0.7574,0.66%
1/6/06,44.32,-0.63%,1/9/06,8.0641,-0.02%,1/25/06,1.3276,-0.16%,12/7/06,0.7524,0.00%
1/5/06,44.6,-0.23%,1/6/06,8.0655,0.00%,1/24/06,1.3297,0.22%,12/6/06,0.7524,0.24%
1/4/06,44.705,-0.58%,1/5/06,8.0657,-0.03%,1/23/06,1.3268,-0.77%,12/5/06,0.7506,0.00%
1/3/06,44.965,-0.24%,1/4/06,8.068,-0.03%,1/20/06,1.3371,-0.10%,12/4/06,0.7506,0.09%
1/2/06,45.075,0.18%,1/3/06,8.0702,0.00%,1/19/06,1.3384,0.05%,12/1/06,0.7499,-0.70%
12/30/05,44.995,-0.28%,1/2/06,8.0702,0.00%,1/18/06,1.3377,0.61%,11/30/06,0.7552,-0.70%
12/29/05,45.12,0.06%,12/30/05,8.0702,0.00%,1/17/06,1.3296,0.34%,11/29/06,0.7605,0.40%
12/28/05,45.095,-0.22%,12/29/05,8.0704,-0.04%,1/16/06,1.3251,0.03%,11/28/06,0.7575,-0.51%
12/27/05,45.195,0.33%,12/28/05,8.0735,-0.01%,1/13/06,1.3247,-0.63%,11/27/06,0.7614,-0.31%
12/26/05,45.045,-0.18%,12/27/05,8.0744,-0.02%,1/12/06,1.3331,0.66%,11/24/06,0.7638,-1.15%
12/23/05,45.125,-0.01%,12/26/05,8.0758,0.00%,1/11/06,1.3243,-0.82%,11/23/06,0.7727,0.03%
12/22/05,45.13,-0.11%,12/23/05,8.0759,0.00%,1/10/06,1.3352,0.72%,11/22/06,0.7725,-0.77%
12/21/05,45.18,0.07%,12/22/05,8.0758,0.00%,1/9/06,1.3257,-0.02%,11/21/06,0.7785,-0.24%
12/20/05,45.15,0.39%,12/21/05,8.0759,0.04%,1/6/06,1.326,-0.90%,11/20/06,0.7804,0.10%
12/19/05,44.975,-0.63%,12/20/05,8.0728,0.00%,1/5/06,1.338,0.00%,11/17/06,0.7796,-0.22%
12/16/05,45.26,-0.07%,12/19/05,8.073,-0.01%,1/4/06,1.338,-1.02%,11/16/06,0.7813,0.22%
12/15/05,45.29,-0.80%,12/16/05,8.0736,0.00%,1/3/06,1.3518,-0.89%,11/15/06,0.7796,-0.12%
12/14/05,45.655,-0.85%,12/15/05,8.074,-0.01%,1/2/06,1.3639,0.05%,11/14/06,0.7805,-0.06%
12/13/05,46.045,0.04%,12/14/05,8.0746,-0.01%,12/30/05,1.3632,-0.13%,11/13/06,0.781,0.32%
12/12/05,46.025,-0.22%,12/13/05,8.0753,0.00%,12/29/05,1.365,-0.51%,11/10/06,0.7785,-0.15%
12/9/05,46.125,-0.15%,12/12/05,8.0749,-0.01%,12/28/05,1.372,-0.60%,11/9/06,0.7797,-0.55%
12/8/05,46.195,0.03%,12/9/05,8.076,-0.02%,12/27/05,1.3803,0.88%,11/8/06,0.784,0.13%
12/7/05,46.18,0.10%,12/8/05,8.078,0.01%,12/26/05,1.3682,-0.31%,11/7/06,0.783,-0.38%
12/6/05,46.135,-0.28%,12/7/05,8.0771,-0.01%,12/23/05,1.3725,0.43%,11/6/06,0.786,-0.04%
12/5/05,46.265,0.30%,12/6/05,8.078,-0.03%,12/22/05,1.3666,0.26%,11/3/06,0.7863,0.47%
12/2/05,46.125,0.39%,12/5/05,8.0807,0.03%,12/21/05,1.363,0.08%,11/2/06,0.7826,-0.18%
12/1/05,45.945,0.12%,12/2/05,8.0782,-0.01%,12/20/05,1.3619,0.82%,11/1/06,0.784,0.08%
11/30/05,45.89,0.09%,12/1/05,8.0788,0.01%,12/19/05,1.3508,0.60%,10/31/06,0.7834,-0.24%
11/29/05,45.85,-0.05%,11/30/05,8.078,0.00%,12/16/05,1.3428,0.47%,10/30/06,0.7853,0.06%
11/28/05,45.875,0.24%,11/29/05,8.078,-0.06%,12/15/05,1.3365,0.90%,10/27/06,0.7848,-0.38%
11/25/05,45.765,0.14%,11/28/05,8.0825,0.03%,12/14/05,1.3246,-0.09%,10/26/06,0.7878,-0.73%
11/24/05,45.7,-0.05%,11/25/05,8.0797,-0.01%,12/13/05,1.3258,0.10%,10/25/06,0.7936,-0.34%
11/23/05,45.725,-0.12%,11/24/05,8.0806,0.03%,12/12/05,1.3245,-0.54%,10/24/06,0.7963,-0.06%
11/22/05,45.78,0.23%,11/23/05,8.0785,-0.07%,12/9/05,1.3317,-0.16%,10/23/06,0.7968,0.50%
11/21/05,45.675,-0.11%,11/22/05,8.0839,0.01%,12/8/05,1.3339,-0.26%,10/20/06,0.7928,0.08%
11/18/05,45.725,0.13%,11/21/05,8.0833,0.00%,12/7/05,1.3374,0.76%,10/19/06,0.7922,-0.74%
11/17/05,45.665,-0.14%,11/18/05,8.0832,-0.02%,12/6/05,1.3273,-0.30%,10/18/06,0.7981,0.08%
11/16/05,45.73,0.14%,11/17/05,8.0845,0.05%,12/5/05,1.3313,-0.33%,10/17/06,0.7975,-0.08%
11/15/05,45.665,-0.04%,11/16/05,8.0805,-0.02%,12/2/05,1.3357,-0.95%,10/16/06,0.7981,-0.10%
11/14/05,45.685,0.29%,11/15/05,8.0823,0.02%,12/1/05,1.3485,-0.44%,10/13/06,0.7989,0.31%
11/11/05,45.555,-0.33%,11/14/05,8.0805,-0.05%,11/30/05,1.3544,-0.01%,10/12/06,0.7964,-0.29%
11/10/05,45.705,0.00%,11/11/05,8.0847,0.00%,11/29/05,1.3546,0.50%,10/11/06,0.7987,0.15%
11/9/05,45.705,-0.02%,11/10/05,8.0846,-0.03%,11/28/05,1.3479,-0.82%,10/10/06,0.7975,0.47%
11/8/05,45.715,-0.26%,11/9/05,8.0867,-0.01%,11/25/05,1.359,0.41%,10/9/06,0.7938,0.03%
11/7/05,45.835,0.80%,11/8/05,8.0877,0.03%,11/24/05,1.3535,-0.16%,10/6/06,0.7936,0.75%
11/4/05,45.47,0.48%,11/7/05,8.0856,0.00%,11/23/05,1.3557,-0.02%,10/5/06,0.7877,0.17%
11/3/05,45.255,0.13%,11/4/05,8.0856,-0.01%,11/22/05,1.356,-0.11%,10/4/06,0.7864,0.14%
11/2/05,45.195,0.24%,11/3/05,8.0866,0.02%,11/21/05,1.3575,-0.42%,10/3/06,0.7853,0.05%
11/1/05,45.085,0.03%,11/2/05,8.0852,0.01%,11/18/05,1.3632,0.10%,10/2/06,0.7849,-0.54%
10/31/05,45.07,0.06%,11/1/05,8.0845,0.02%,11/17/05,1.3619,-0.39%,9/29/06,0.7892,0.25%
10/28/05,45.045,0.07%,10/31/05,8.0832,-0.03%,11/16/05,1.3672,0.23%,9/28/06,0.7872,-0.03%
10/27/05,45.015,-0.04%,10/28/05,8.0854,-0.01%,11/15/05,1.364,-0.74%,9/27/06,0.7874,-0.10%
10/26/05,45.035,0.13%,10/27/05,8.0859,-0.05%,11/14/05,1.3741,0.70%,9/26/06,0.7882,0.48%
10/25/05,44.975,-0.22%,10/26/05,8.0901,-0.02%,11/11/05,1.3645,-0.47%,9/25/06,0.7844,0.26%
10/24/05,45.075,0.08%,10/25/05,8.0916,0.04%,11/10/05,1.371,1.01%,9/22/06,0.7824,0.00%
10/21/05,45.04,-0.30%,10/24/05,8.0885,-0.01%,11/9/05,1.3573,-0.26%,9/21/06,0.7824,-0.69%
10/20/05,45.175,0.13%,10/21/05,8.0897,-0.02%,11/8/05,1.3609,-0.25%,9/20/06,0.7878,-0.14%
10/19/05,45.115,0.04%,10/20/05,8.0916,0.02%,11/7/05,1.3643,0.03%,9/19/06,0.7889,0.20%
10/18/05,45.095,0.57%,10/19/05,8.0902,0.04%,11/4/05,1.3639,0.86%,9/18/06,0.7873,-0.40%
10/17/05,44.84,0.10%,10/18/05,8.0869,-0.03%,11/3/05,1.3523,0.45%,9/15/06,0.7905,0.59%
10/14/05,44.795,-0.24%,10/17/05,8.0896,0.04%,11/2/05,1.3462,0.23%,9/14/06,0.7859,-0.24%
10/13/05,44.905,0.29%,10/14/05,8.0866,-0.04%,11/1/05,1.3431,0.52%,9/13/06,0.7878,-0.05%
10/12/05,44.775,-0.03%,10/13/05,8.0895,0.02%,10/31/05,1.3361,0.13%,9/12/06,0.7882,0.11%
10/11/05,44.79,0.07%,10/12/05,8.0879,0.02%,10/28/05,1.3344,0.99%,9/11/06,0.7873,-0.22%
10/10/05,44.76,0.89%,10/11/05,8.0864,-0.01%,10/27/05,1.3213,-0.29%,9/8/06,0.789,0.47%
10/7/05,44.365,0.34%,10/10/05,8.0876,-0.06%,10/26/05,1.3251,0.22%,9/7/06,0.7853,0.56%
10/6/05,44.215,0.09%,10/7/05,8.0922,0.00%,10/25/05,1.3222,-0.63%,9/6/06,0.7809,0.10%
10/5/05,44.175,0.06%,10/6/05,8.0922,0.00%,10/24/05,1.3306,-0.33%,9/5/06,0.7801,0.41%
10/4/05,44.15,0.23%,10/5/05,8.0922,0.00%,10/21/05,1.335,0.45%,9/4/06,0.7769,-0.27%
10/3/05,44.05,0.22%,10/4/05,8.0922,0.00%,10/20/05,1.329,-0.14%,9/1/06,0.779,-0.24%
9/30/05,43.955,-0.05%,10/3/05,8.0922,0.00%,10/19/05,1.3308,-0.53%,8/31/06,0.7809,0.26%
9/29/05,43.975,-0.07%,9/30/05,8.0922,-0.02%,10/18/05,1.3379,0.31%,8/30/06,0.7789,-0.09%
9/28/05,44.005,-0.02%,9/29/05,8.0939,0.02%,10/17/05,1.3337,0.38%,8/29/06,0.7796,-0.42%
9/27/05,44.015,0.26%,9/28/05,8.092,0.00%,10/14/05,1.3287,-0.27%,8/28/06,0.7829,-0.15%
9/26/05,43.9,-0.01%,9/27/05,8.0921,0.01%,10/13/05,1.3323,0.57%,8/25/06,0.7841,0.13%
9/23/05,43.905,0.07%,9/26/05,8.091,0.04%,10/12/05,1.3247,-0.32%,8/24/06,0.7831,0.15%
9/22/05,43.875,0.01%,9/23/05,8.0881,-0.04%,10/11/05,1.3289,0.90%,8/23/06,0.7819,0.14%
9/21/05,43.87,0.06%,9/22/05,8.0911,0.03%,10/10/05,1.3171,-0.31%,8/22/06,0.7808,0.67%
9/20/05,43.845,-0.02%,9/21/05,8.089,-0.02%,10/7/05,1.3212,0.27%,8/21/06,0.7756,-0.51%
9/19/05,43.855,0.02%,9/20/05,8.0908,0.05%,10/6/05,1.3176,-0.36%,8/18/06,0.7796,0.00%
9/16/05,43.845,0.03%,9/19/05,8.0871,-0.02%,10/5/05,1.3224,0.88%,8/17/06,0.7796,0.14%
9/15/05,43.83,-0.03%,9/16/05,8.0887,-0.03%,10/4/05,1.3108,0.10%,8/16/06,0.7785,-0.46%
9/14/05,43.845,-0.02%,9/15/05,8.0912,-0.03%,10/3/05,1.3095,-0.27%,8/15/06,0.7821,-0.53%
9/13/05,43.855,0.10%,9/14/05,8.094,0.02%,9/30/05,1.3131,-0.27%,8/14/06,0.7863,0.01%
9/12/05,43.81,0.03%,9/13/05,8.0924,-0.04%,9/29/05,1.3167,-0.08%,8/11/06,0.7862,0.60%
9/9/05,43.795,-0.01%,9/12/05,8.0956,0.01%,9/28/05,1.3177,-0.37%,8/10/06,0.7815,0.54%
9/8/05,43.8,-0.06%,9/9/05,8.0945,0.02%,9/27/05,1.3226,0.08%,8/9/06,0.7773,-0.24%
9/7/05,43.825,-0.03%,9/8/05,8.0925,0.01%,9/26/05,1.3215,0.17%,8/8/06,0.7792,0.00%
9/6/05,43.84,0.06%,9/7/05,8.0913,0.00%,9/23/05,1.3193,0.58%,8/7/06,0.7792,0.30%
9/5/05,43.815,-0.08%,9/6/05,8.0916,-0.02%,9/22/05,1.3117,1.17%,8/4/06,0.7769,-0.52%
